year,month,day,carrier,origin,dest,departure_delay,arrival_delay,air_time,distance,delay_change_minutes,air_time_hours,speed_mph
2013,7,31,AA,JFK,SFO,293.0,317.0,356.0,2586,24.0,5.933333333333334,435.8426966292135
2013,8,1,9E,JFK,PHL,329.0,317.0,32.0,94,-12.0,0.5333333333333333,176.25
2013,8,8,MQ,JFK,BNA,315.0,316.0,112.0,765,1.0,1.8666666666666667,409.82142857142856
2013,6,24,AA,JFK,SFO,292.0,316.0,355.0,2586,24.0,5.916666666666667,437.07042253521126
2013,7,23,9E,JFK,DTW,313.0,315.0,84.0,509,2.0,1.4,363.5714285714286
2013,6,24,VX,JFK,SFO,325.0,314.0,345.0,2586,-11.0,5.75,449.7391304347826
2013,7,7,DL,JFK,SFO,319.0,312.0,323.0,2586,-7.0,5.383333333333334,480.3715170278637
2013,7,1,MQ,JFK,RDU,293.0,310.0,73.0,427,17.0,1.2166666666666666,350.95890410958907
2013,7,10,VX,JFK,SFO,301.0,310.0,335.0,2586,9.0,5.583333333333333,463.1641791044776
2013,6,10,9E,JFK,BUF,281.0,308.0,64.0,301,27.0,1.0666666666666667,282.1875
2013,7,10,AA,JFK,SFO,187.0,307.0,374.0,2586,120.0,6.233333333333333,414.8663101604278
2013,7,10,B6,JFK,SEA,257.0,307.0,341.0,2422,50.0,5.683333333333334,426.15835777126097
2013,6,24,DL,JFK,MIA,312.0,303.0,143.0,1089,-9.0,2.3833333333333333,456.9230769230769
2013,7,22,B6,JFK,LGB,211.0,302.0,329.0,2465,91.0,5.483333333333333,449.5440729483283
2013,7,7,DL,JFK,LAX,257.0,302.0,319.0,2475,45.0,5.316666666666666,465.51724137931035
2013,7,28,MQ,JFK,CMH,262.0,301.0,98.0,483,39.0,1.6333333333333333,295.7142857142857
2013,8,14,9E,JFK,DFW,301.0,300.0,193.0,1391,-1.0,3.216666666666667,432.43523316062175
2013,6,27,9E,JFK,MSP,321.0,300.0,144.0,1029,-21.0,2.4,428.75
2013,7,13,AA,JFK,LAX,260.0,300.0,307.0,2475,40.0,5.116666666666666,483.71335504885997
2013,7,10,DL,JFK,LAS,275.0,298.0,301.0,2248,23.0,5.016666666666667,448.10631229235884
2013,7,7,DL,JFK,MCO,342.0,298.0,121.0,944,-44.0,2.0166666666666666,468.099173553719
2013,7,6,VX,JFK,SFO,322.0,297.0,336.0,2586,-25.0,5.6,461.78571428571433
2013,7,1,B6,JFK,JAX,285.0,297.0,125.0,828,12.0,2.0833333333333335,397.44
2013,6,23,AA,JFK,SFO,252.0,297.0,337.0,2586,45.0,5.616666666666666,460.41543026706233
2013,7,28,B6,JFK,PWM,244.0,294.0,46.0,273,50.0,0.7666666666666667,356.0869565217391
2013,7,7,VX,JFK,SFO,299.0,294.0,337.0,2586,-5.0,5.616666666666666,460.41543026706233
2013,7,23,B6,JFK,BOS,275.0,294.0,42.0,187,19.0,0.7,267.14285714285717
2013,6,7,9E,JFK,RDU,232.0,292.0,72.0,427,60.0,1.2,355.83333333333337
2013,6,27,DL,JFK,SEA,294.0,292.0,327.0,2422,-2.0,5.45,444.4036697247706
2013,8,4,MQ,JFK,CVG,319.0,292.0,90.0,589,-27.0,1.5,392.6666666666667
2013,6,14,AA,JFK,SFO,201.0,289.0,366.0,2586,88.0,6.1,423.93442622950823
2013,6,30,9E,JFK,RIC,217.0,288.0,58.0,288,71.0,0.9666666666666667,297.9310344827586
2013,7,9,DL,JFK,ATL,268.0,288.0,98.0,760,20.0,1.6333333333333333,465.3061224489796
2013,7,22,DL,JFK,SLC,275.0,288.0,273.0,1990,13.0,4.55,437.3626373626374
2013,7,7,9E,JFK,DTW,269.0,287.0,74.0,509,18.0,1.2333333333333334,412.7027027027027
2013,6,23,VX,JFK,SFO,214.0,287.0,343.0,2586,73.0,5.716666666666667,452.3615160349854
2013,6,25,VX,JFK,SFO,290.0,287.0,348.0,2586,-3.0,5.8,445.86206896551727
2013,6,7,B6,JFK,FLL,282.0,287.0,151.0,1069,5.0,2.5166666666666666,424.76821192052984
2013,7,22,B6,JFK,FLL,286.0,286.0,141.0,1069,0.0,2.35,454.89361702127655
2013,6,13,B6,JFK,RDU,287.0,285.0,73.0,427,-2.0,1.2166666666666666,350.95890410958907
2013,6,25,B6,JFK,SFO,291.0,285.0,346.0,2586,-6.0,5.766666666666667,448.4393063583815
2013,7,22,VX,JFK,SFO,223.0,284.0,345.0,2586,61.0,5.75,449.7391304347826
2013,7,10,DL,JFK,LAX,319.0,284.0,313.0,2475,-35.0,5.216666666666667,474.4408945686901
2013,8,8,DL,JFK,PDX,244.0,283.0,348.0,2454,39.0,5.8,423.1034482758621
2013,6,19,9E,JFK,PHL,268.0,283.0,41.0,94,15.0,0.6833333333333333,137.5609756097561
2013,7,10,AA,JFK,LAX,194.0,282.0,346.0,2475,88.0,5.766666666666667,429.19075144508673
2013,7,17,9E,JFK,BWI,313.0,280.0,34.0,184,-33.0,0.5666666666666667,324.70588235294116
2013,6,27,VX,JFK,SFO,249.0,278.0,345.0,2586,29.0,5.75,449.7391304347826
2013,8,28,B6,JFK,JAX,272.0,277.0,110.0,828,5.0,1.8333333333333333,451.6363636363637
2013,7,11,B6,JFK,BUF,242.0,277.0,52.0,301,35.0,0.8666666666666667,347.3076923076923
2013,8,29,DL,JFK,DEN,340.0,276.0,199.0,1626,-64.0,3.316666666666667,490.251256281407
2013,6,27,B6,JFK,ORD,207.0,276.0,108.0,740,69.0,1.8,411.1111111111111
2013,6,30,B6,JFK,BUF,298.0,275.0,53.0,301,-23.0,0.8833333333333333,340.7547169811321
2013,6,24,9E,JFK,BWI,232.0,275.0,59.0,184,43.0,0.9833333333333333,187.11864406779662
2013,7,3,B6,JFK,PWM,253.0,274.0,43.0,273,21.0,0.7166666666666667,380.93023255813955
2013,7,10,DL,JFK,LAX,268.0,274.0,310.0,2475,6.0,5.166666666666667,479.0322580645161
2013,6,24,B6,JFK,MCO,265.0,273.0,123.0,944,8.0,2.05,460.48780487804885
2013,6,24,9E,JFK,PHL,171.0,273.0,31.0,94,102.0,0.5166666666666667,181.93548387096772
2013,7,30,VX,JFK,SFO,270.0,273.0,359.0,2586,3.0,5.983333333333333,432.20055710306406
2013,6,24,US,JFK,PHX,275.0,270.0,270.0,2153,-5.0,4.5,478.44444444444446
2013,6,15,DL,JFK,ATL,301.0,270.0,99.0,760,-31.0,1.65,460.6060606060606
2013,7,18,DL,JFK,SFO,312.0,270.0,323.0,2586,-42.0,5.383333333333334,480.3715170278637
2013,6,23,UA,JFK,SFO,207.0,269.0,331.0,2586,62.0,5.516666666666667,468.761329305136
2013,7,22,AA,JFK,MIA,232.0,268.0,142.0,1089,36.0,2.3666666666666667,460.14084507042253
2013,7,28,9E,JFK,DFW,202.0,268.0,196.0,1391,66.0,3.2666666666666666,425.81632653061223
2013,8,2,9E,JFK,BUF,260.0,267.0,62.0,301,7.0,1.0333333333333334,291.2903225806451
2013,7,20,B6,JFK,LGB,210.0,267.0,341.0,2465,57.0,5.683333333333334,433.72434017595305
2013,7,9,UA,JFK,SFO,233.0,267.0,350.0,2586,34.0,5.833333333333333,443.31428571428575
2013,7,10,B6,JFK,MCO,268.0,267.0,119.0,944,-1.0,1.9833333333333334,475.9663865546218
2013,6,23,VX,JFK,SFO,263.0,267.0,338.0,2586,4.0,5.633333333333334,459.0532544378698
2013,8,16,9E,JFK,DTW,297.0,267.0,85.0,509,-30.0,1.4166666666666667,359.2941176470588
2013,6,29,B6,JFK,BOS,270.0,266.0,40.0,187,-4.0,0.6666666666666666,280.5
2013,6,4,UA,JFK,LAX,250.0,265.0,340.0,2475,15.0,5.666666666666667,436.7647058823529
2013,6,23,DL,JFK,SFO,245.0,264.0,333.0,2586,19.0,5.55,465.94594594594594
2013,6,28,AA,JFK,LAX,224.0,263.0,324.0,2475,39.0,5.4,458.3333333333333
2013,7,1,B6,JFK,MCO,263.0,262.0,134.0,944,-1.0,2.2333333333333334,422.6865671641791
2013,6,14,VX,JFK,LAX,271.0,262.0,338.0,2475,-9.0,5.633333333333334,439.34911242603545
2013,7,1,EV,JFK,IAD,214.0,262.0,49.0,228,48.0,0.8166666666666667,279.18367346938777
2013,6,27,B6,JFK,JAX,281.0,262.0,114.0,828,-19.0,1.9,435.7894736842105
2013,8,20,9E,JFK,MCI,284.0,262.0,148.0,1113,-22.0,2.466666666666667,451.2162162162162
2013,7,10,DL,JFK,PHX,259.0,261.0,275.0,2153,2.0,4.583333333333333,469.74545454545455
2013,8,2,9E,JFK,DTW,265.0,261.0,93.0,509,-4.0,1.55,328.38709677419354
2013,6,13,AA,JFK,LAS,255.0,261.0,298.0,2248,6.0,4.966666666666667,452.6174496644295
2013,7,22,MQ,JFK,DCA,193.0,260.0,49.0,213,67.0,0.8166666666666667,260.81632653061223
2013,7,17,9E,JFK,CLT,214.0,259.0,96.0,541,45.0,1.6,338.125
2013,6,24,DL,JFK,LAX,283.0,259.0,313.0,2475,-24.0,5.216666666666667,474.4408945686901
2013,6,24,B6,JFK,SFO,275.0,259.0,349.0,2586,-16.0,5.816666666666666,444.5845272206304
2013,8,3,US,JFK,CLT,270.0,259.0,77.0,541,-11.0,1.2833333333333334,421.55844155844153
2013,6,24,VX,JFK,SFO,243.0,258.0,360.0,2586,15.0,6.0,431.0
2013,8,8,US,JFK,CLT,223.0,258.0,94.0,541,35.0,1.5666666666666667,345.3191489361702
2013,6,2,MQ,JFK,IND,241.0,258.0,105.0,665,17.0,1.75,380.0
2013,6,18,B6,JFK,RDU,255.0,258.0,72.0,427,3.0,1.2,355.83333333333337
2013,7,22,B6,JFK,SEA,209.0,258.0,344.0,2422,49.0,5.733333333333333,422.4418604651163
2013,7,9,9E,JFK,ORD,263.0,258.0,115.0,740,-5.0,1.9166666666666667,386.0869565217391
2013,7,6,VX,JFK,SFO,210.0,258.0,338.0,2586,48.0,5.633333333333334,459.0532544378698
2013,7,20,9E,JFK,ORD,220.0,257.0,124.0,740,37.0,2.066666666666667,358.0645161290322
2013,7,22,B6,JFK,OAK,180.0,257.0,353.0,2576,77.0,5.883333333333334,437.8470254957507
2013,6,10,9E,JFK,IAD,211.0,256.0,47.0,228,45.0,0.7833333333333333,291.06382978723406
2013,7,8,DL,JFK,SAT,299.0,256.0,194.0,1587,-43.0,3.2333333333333334,490.82474226804123
2013,6,14,DL,JFK,SJU,157.0,256.0,237.0,1598,99.0,3.95,404.55696202531647
2013,8,10,B6,JFK,MSY,244.0,255.0,169.0,1182,11.0,2.816666666666667,419.64497041420117
2013,7,9,VX,JFK,SFO,255.0,254.0,343.0,2586,-1.0,5.716666666666667,452.3615160349854
2013,8,4,MQ,JFK,CLE,194.0,254.0,75.0,425,60.0,1.25,340.0
2013,6,25,DL,JFK,LAS,279.0,254.0,287.0,2248,-25.0,4.783333333333333,469.9651567944251
2013,6,24,EV,JFK,IAD,207.0,254.0,47.0,228,47.0,0.7833333333333333,291.06382978723406
2013,6,13,B6,JFK,FLL,230.0,254.0,161.0,1069,24.0,2.683333333333333,398.3850931677019
2013,7,8,VX,JFK,SFO,256.0,253.0,339.0,2586,-3.0,5.65,457.6991150442478
2013,6,22,B6,JFK,SFO,306.0,253.0,322.0,2586,-53.0,5.366666666666666,481.86335403726713
2013,7,22,EV,JFK,IAD,192.0,253.0,61.0,228,61.0,1.0166666666666666,224.26229508196724
2013,7,22,9E,JFK,CHS,225.0,252.0,86.0,636,27.0,1.4333333333333333,443.72093023255815
2013,6,18,B6,JFK,PWM,281.0,252.0,46.0,273,-29.0,0.7666666666666667,356.0869565217391
2013,6,24,UA,JFK,SFO,225.0,252.0,364.0,2586,27.0,6.066666666666666,426.2637362637363
2013,6,25,B6,JFK,FLL,261.0,251.0,144.0,1069,-10.0,2.4,445.4166666666667
2013,7,10,DL,JFK,AUS,241.0,251.0,191.0,1521,10.0,3.183333333333333,477.8010471204189
2013,6,13,9E,JFK,PHL,190.0,251.0,46.0,94,61.0,0.7666666666666667,122.6086956521739
2013,8,1,B6,JFK,BTV,234.0,250.0,47.0,266,16.0,0.7833333333333333,339.5744680851064
2013,8,18,9E,JFK,DCA,245.0,250.0,54.0,213,5.0,0.9,236.66666666666666
2013,8,8,AA,JFK,LAS,250.0,250.0,302.0,2248,0.0,5.033333333333333,446.6225165562914
2013,7,16,B6,JFK,BUF,268.0,250.0,51.0,301,-18.0,0.85,354.11764705882354
2013,6,25,9E,JFK,BWI,200.0,250.0,42.0,184,50.0,0.7,262.8571428571429
2013,6,19,DL,JFK,PHX,277.0,249.0,273.0,2153,-28.0,4.55,473.1868131868132
2013,6,28,B6,JFK,PBI,247.0,249.0,151.0,1028,2.0,2.5166666666666666,408.47682119205297
2013,8,21,DL,JFK,SEA,281.0,248.0,322.0,2422,-33.0,5.366666666666666,451.304347826087
2013,6,19,EV,JFK,IAD,253.0,248.0,44.0,228,-5.0,0.7333333333333333,310.90909090909093
2013,8,16,AA,JFK,SFO,294.0,247.0,317.0,2586,-47.0,5.283333333333333,489.4637223974764
2013,6,27,B6,JFK,BUR,226.0,247.0,321.0,2465,21.0,5.35,460.7476635514019
2013,7,1,9E,JFK,CHS,200.0,247.0,107.0,636,47.0,1.7833333333333334,356.6355140186916
2013,7,23,9E,JFK,MSP,219.0,247.0,150.0,1029,28.0,2.5,411.6
2013,7,1,B6,JFK,IAD,257.0,246.0,45.0,228,-11.0,0.75,304.0
2013,6,30,B6,JFK,PBI,245.0,246.0,146.0,1028,1.0,2.433333333333333,422.4657534246576
2013,7,22,B6,JFK,ROC,210.0,246.0,57.0,264,36.0,0.95,277.89473684210526
2013,6,10,B6,JFK,SYR,243.0,246.0,46.0,209,3.0,0.7666666666666667,272.6086956521739
2013,8,7,9E,JFK,SDF,209.0,244.0,104.0,662,35.0,1.7333333333333334,381.9230769230769
2013,7,1,VX,JFK,LAX,287.0,243.0,298.0,2475,-44.0,4.966666666666667,498.3221476510067
2013,6,30,B6,JFK,ROC,253.0,243.0,50.0,264,-10.0,0.8333333333333334,316.8
2013,7,10,UA,JFK,SFO,206.0,243.0,326.0,2586,37.0,5.433333333333334,475.9509202453988
2013,7,18,B6,JFK,MCO,257.0,243.0,125.0,944,-14.0,2.0833333333333335,453.11999999999995
2013,8,25,US,JFK,PHX,286.0,243.0,256.0,2153,-43.0,4.266666666666667,504.609375
2013,6,27,9E,JFK,MCI,158.0,242.0,156.0,1113,84.0,2.6,428.07692307692304
2013,6,28,DL,JFK,MIA,224.0,242.0,153.0,1089,18.0,2.55,427.05882352941177
2013,7,17,9E,JFK,PHL,238.0,242.0,28.0,94,4.0,0.4666666666666667,201.42857142857142
2013,6,28,9E,JFK,BOS,277.0,241.0,44.0,187,-36.0,0.7333333333333333,255.00000000000003
2013,6,7,AA,JFK,SFO,277.0,241.0,320.0,2586,-36.0,5.333333333333333,484.875
2013,6,26,DL,JFK,SFO,260.0,241.0,318.0,2586,-19.0,5.3,487.9245283018868
2013,8,28,MQ,JFK,TPA,255.0,241.0,125.0,1005,-14.0,2.0833333333333335,482.4
2013,8,9,DL,JFK,PDX,219.0,240.0,324.0,2454,21.0,5.4,454.4444444444444
2013,7,23,B6,JFK,ORD,192.0,240.0,129.0,740,48.0,2.15,344.1860465116279
2013,8,9,AA,JFK,BOS,216.0,239.0,43.0,187,23.0,0.7166666666666667,260.93023255813955
2013,6,24,MQ,JFK,CVG,232.0,238.0,87.0,589,6.0,1.45,406.2068965517241
2013,7,22,9E,JFK,BOS,205.0,238.0,38.0,187,33.0,0.6333333333333333,295.2631578947369
2013,6,17,B6,JFK,SJU,228.0,238.0,191.0,1598,10.0,3.183333333333333,501.98952879581157
2013,7,10,DL,JFK,SAT,249.0,238.0,204.0,1587,-11.0,3.4,466.7647058823529
2013,7,10,B6,JFK,SMF,224.0,238.0,335.0,2521,14.0,5.583333333333333,451.52238805970154
2013,6,13,9E,JFK,IND,199.0,237.0,104.0,665,38.0,1.7333333333333334,383.65384615384613
2013,7,3,DL,JFK,SFO,296.0,237.0,311.0,2586,-59.0,5.183333333333334,498.90675241157555
2013,8,1,9E,JFK,DTW,228.0,237.0,79.0,509,9.0,1.3166666666666667,386.5822784810127
2013,7,22,AA,JFK,LAS,182.0,237.0,314.0,2248,55.0,5.233333333333333,429.5541401273885
2013,7,8,DL,JFK,BOS,271.0,236.0,33.0,187,-35.0,0.55,340.0
2013,8,1,VX,JFK,SFO,187.0,236.0,373.0,2586,49.0,6.216666666666667,415.97855227882036
2013,7,25,B6,JFK,LAX,245.0,235.0,318.0,2475,-10.0,5.3,466.9811320754717
2013,7,19,UA,JFK,SFO,217.0,235.0,339.0,2586,18.0,5.65,457.6991150442478
2013,6,10,DL,JFK,SLC,215.0,235.0,277.0,1990,20.0,4.616666666666666,431.0469314079423
2013,8,5,AA,JFK,LAX,208.0,235.0,319.0,2475,27.0,5.316666666666666,465.51724137931035
2013,6,24,AA,JFK,SFO,187.0,235.0,373.0,2586,48.0,6.216666666666667,415.97855227882036
2013,7,3,DL,JFK,SEA,253.0,234.0,309.0,2422,-19.0,5.15,470.2912621359223
2013,6,17,B6,JFK,BOS,182.0,234.0,45.0,187,52.0,0.75,249.33333333333334
2013,6,2,VX,JFK,LAX,222.0,234.0,342.0,2475,12.0,5.7,434.2105263157895
2013,7,10,B6,JFK,BOS,210.0,233.0,43.0,187,23.0,0.7166666666666667,260.93023255813955
2013,6,14,DL,JFK,MIA,244.0,232.0,139.0,1089,-12.0,2.316666666666667,470.0719424460431
2013,7,22,DL,JFK,MIA,225.0,232.0,140.0,1089,7.0,2.3333333333333335,466.71428571428567
2013,8,3,DL,JFK,SAN,248.0,231.0,305.0,2446,-17.0,5.083333333333333,481.1803278688525
2013,7,17,9E,JFK,CLE,216.0,231.0,70.0,425,15.0,1.1666666666666667,364.2857142857143
2013,6,21,9E,JFK,DTW,260.0,231.0,81.0,509,-29.0,1.35,377.037037037037
2013,6,7,B6,JFK,MCO,216.0,231.0,137.0,944,15.0,2.283333333333333,413.43065693430657
2013,6,18,9E,JFK,IND,243.0,230.0,105.0,665,-13.0,1.75,380.0
2013,7,10,B6,JFK,SFO,168.0,230.0,341.0,2586,62.0,5.683333333333334,455.0146627565982
2013,6,2,9E,JFK,ORF,213.0,229.0,69.0,290,16.0,1.15,252.17391304347828
2013,7,22,AA,JFK,SEA,190.0,229.0,350.0,2422,39.0,5.833333333333333,415.20000000000005
2013,6,13,B6,JFK,MSY,248.0,229.0,156.0,1182,-19.0,2.6,454.6153846153846
2013,7,19,EV,JFK,IAD,230.0,229.0,43.0,228,-1.0,0.7166666666666667,318.13953488372096
2013,7,29,B6,JFK,BOS,245.0,229.0,34.0,187,-16.0,0.5666666666666667,330.0
2013,6,10,US,JFK,PHX,240.0,229.0,269.0,2153,-11.0,4.483333333333333,480.2230483271375
2013,7,21,9E,JFK,ORD,251.0,228.0,118.0,740,-23.0,1.9666666666666666,376.271186440678
2013,7,22,MQ,JFK,CMH,151.0,228.0,79.0,483,77.0,1.3166666666666667,366.8354430379747
2013,7,8,DL,JFK,DTW,217.0,228.0,92.0,509,11.0,1.5333333333333334,331.95652173913044
2013,6,24,9E,JFK,DFW,247.0,228.0,171.0,1391,-19.0,2.85,488.0701754385965
2013,8,20,DL,JFK,LAS,245.0,227.0,277.0,2248,-18.0,4.616666666666666,486.9314079422383
2013,8,2,9E,JFK,CVG,255.0,227.0,91.0,589,-28.0,1.5166666666666666,388.35164835164835
2013,8,8,DL,JFK,ATL,230.0,227.0,101.0,760,-3.0,1.6833333333333333,451.48514851485146
2013,7,10,9E,JFK,RDU,159.0,227.0,65.0,427,68.0,1.0833333333333333,394.1538461538462
2013,7,22,VX,JFK,LAX,180.0,227.0,333.0,2475,47.0,5.55,445.94594594594594
2013,8,4,AA,JFK,SJU,212.0,227.0,208.0,1598,15.0,3.466666666666667,460.96153846153845
2013,8,1,DL,JFK,ATL,241.0,227.0,103.0,760,-14.0,1.7166666666666666,442.71844660194176
2013,8,28,B6,JFK,BOS,205.0,227.0,40.0,187,22.0,0.6666666666666666,280.5
2013,6,13,AA,JFK,SFO,217.0,226.0,336.0,2586,9.0,5.6,461.78571428571433
2013,7,10,B6,JFK,SJC,212.0,226.0,338.0,2569,14.0,5.633333333333334,456.03550295857985
2013,6,23,B6,JFK,FLL,175.0,226.0,149.0,1069,51.0,2.4833333333333334,430.4697986577181
2013,6,18,B6,JFK,MCO,255.0,226.0,132.0,944,-29.0,2.2,429.09090909090907
2013,7,12,9E,JFK,IAD,229.0,226.0,48.0,228,-3.0,0.8,285.0
2013,7,7,B6,JFK,BUF,240.0,226.0,57.0,301,-14.0,0.95,316.8421052631579
2013,7,10,B6,JFK,FLL,213.0,226.0,138.0,1069,13.0,2.3,464.7826086956522
